,,,,,,,,,,,,,,,,,,,
Parameter:,,,PM10_ug,,8:16 PM,81102,,,,,,April,,2026,,,,,Units:,,,ug/m3,001,,Method:,
Site Name:,0,1,2,3,4,5,6,7,8,9,10,11,Hours,13,14,15,16,17,Avg Interval:,19,20,21,22,23,Summary
Day,,,,,,,,,,,,,,,,,,,,,,,,,Max,Avg,RDS
01,.00,5.62,.00,27.95,9.92,6.81,42.97,66.20,200.34,14.53,45.13,52.32,40.72,43.97,34.29,44.24,12.98,37.34,29.36,34.75,47.74,35.87,22.98,11.77,200.34,36.15,24
02,31.39,17.29,8.15,3.37,41.62,52.00,54.73,16.71,30.78,79.73,58.01,28.57,29.21,41.26,12.57,30.41,26.84,36.21,25.80,68.91,50.28,38.73,39.02,38.45,79.73,35.83,24
03,44.78,8.48,10.23,24.84,29.90,37.13,28.52,49.25,61.19,49.16,49.86,53.51,28.61,21.05,100.15,55.74,5.84,30.62,25.22,33.53,48.07,30.05,24.43,37.65,100.15,36.99,24
04,22.99,23.95,32.98,4.00,1.56,43.23,26.91,20.49,34.88,15.84,42.98,55.86,28.89,27.10,79.39,95.96,74.93,32.47,46.21,28.84,10.64,38.50,24.96,1.80,95.96,33.97,24
05,.01,29.15,12.15,4.42,29.17,19.57,19.37,29.30,40.92,21.02,25.82,40.64,70.91,40.27,31.70,10.93,45.72,18.22,12.21,21.63,26.64,15.74,55.07,39.26,70.91,27.49,24
06,37.10,18.39,18.83,16.40,16.85,22.50,52.91,62.26,45.61,34.32,,,,,129.85,85.48,48.37,18.52,30.23,.00,57.29,37.89,55.14,28.30,129.85,40.81,20
07,5.22,9.72,27.52,6.29,2.87,47.87,28.41,36.56,34.10,48.56,41.70,32.71,25.81,60.84,82.79,70.63,20.82,19.23,5.51,22.06,36.93,38.45,23.64,30.94,82.79,31.63,24
08,43.27,49.36,24.09,18.14,.10,37.94,18.28,82.69,47.70,50.55,40.32,15.66,59.05,44.06,22.83,20.38,43.34,29.02,19.37,42.05,34.29,51.06,39.47,40.70,82.69,36.40,24
09,24.77,13.44,53.31,37.99,8.31,10.96,25.60,78.57,37.40,60.56,55.31,59.36,25.42,27.94,72.68,9.60,64.88,72.15,51.37,61.64,27.36,25.37,29.81,27.92,78.57,40.07,24
10,36.22,52.97,7.58,17.62,17.51,37.39,56.29,121.41,31.18,27.74,69.92,65.84,24.47,90.84,44.07,60.91,26.78,30.86,58.35,33.04,35.64,18.53,14.39,30.67,121.41,42.09,24
11,26.82,9.83,53.06,17.00,20.93,27.37,68.74,29.89,32.42,52.60,18.03,41.05,47.97,41.31,81.59,63.75,8.26,21.11,26.42,45.05,37.88,26.45,27.71,26.43,81.59,35.48,24
12,32.66,14.87,9.38,34.63,19.78,11.14,52.85,44.37,39.11,29.49,27.78,28.97,25.97,26.24,54.14,90.79,85.24,22.58,49.57,31.30,38.07,12.18,3.37,41.02,90.79,34.39,24
13,17.15,11.31,18.34,9.20,23.61,20.69,38.90,4.56,13.02,26.08,45.90,5.89,77.11,81.61,89.18,50.89,94.13,21.49,15.21,16.02,4.55,8.56,15.59,18.59,94.13,30.31,24
14,15.21,.00,68.33,18.63,.00,8.42,22.93,45.88,26.20,9.53,12.30,9.52,61.57,46.10,33.44,29.46,10.30,37.05,41.19,44.92,45.75,14.27,.00,26.11,68.33,26.12,24
15,30.73,25.16,8.68,11.95,13.12,15.73,8.01,14.57,22.19,55.93,54.27,26.71,16.00,36.58,5.28,5.39,2.27,30.21,42.52,28.57,33.56,11.48,1.07,26.15,55.93,21.92,24
16,11.44,1.80,23.83,3.58,9.42,18.70,18.69,21.19,17.27,36.46,45.22,15.59,.75,32.48,15.45,14.31,37.63,35.85,6.27,17.42,.00,6.59,37.54,21.49,45.22,18.70,24
