datetime,station,pm25,pm10,no2,o3,so2,co,temperature,humidity,precipitation,wind_speed
2026-05-04 01:00:00,Quito,8.32,,19.6,,,,12.26,92.5,0.0,0.52
2026-05-04 02:00:00,Quito,14.02,,,3.56,,,11.73,94.19,0.0,0.99
2026-05-04 03:00:00,Quito,7.62,,,4.83,,0.356,11.76,94.68,0.0,0.24
2026-05-04 04:00:00,Quito,12.26,,,7.13,1.75,0.326,11.69,93.74,0.0,1.14
2026-05-04 05:00:00,Quito,5.65,,13.17,5.9,1.89,0.457,11.74,92.11,0.0,0.59
2026-05-04 06:00:00,Quito,11.88,,20.41,2.07,2.12,0.631,12.61,87.21,0.0,0.42
2026-05-04 07:00:00,Quito,10.98,,22.93,4.96,2.69,0.95,14.09,81.41,0.0,1.14
2026-05-04 08:00:00,Quito,12.32,,14.16,11.78,2.63,0.591,16.14,70.88,0.0,0.94
2026-05-04 09:00:00,Quito,8.78,,15.8,17.52,3.2,0.514,18.1,61.38,0.0,0.24
2026-05-04 10:00:00,Quito,22.88,,15.32,28.19,2.8,0.454,19.53,54.51,0.0,1.73
2026-05-04 11:00:00,Quito,14.0,,9.69,29.24,2.24,0.391,19.0,58.44,0.0,3.16
2026-05-04 12:00:00,Quito,8.31,,9.43,29.44,1.89,0.404,18.48,63.03,0.0,3.57
2026-05-04 13:00:00,Quito,0.74,,8.16,27.83,2.33,0.414,18.6,62.46,0.0,3.4
2026-05-04 14:00:00,Quito,12.73,,8.07,25.47,1.76,0.379,18.4,63.7,0.0,3.65
2026-05-04 15:00:00,Quito,7.45,,8.01,26.14,2.0,0.377,18.23,64.23,0.0,2.74
2026-05-04 16:00:00,Quito,11.39,,10.33,19.24,1.98,0.406,17.04,71.22,0.0,3.44
2026-05-04 17:00:00,Quito,17.46,,14.34,10.71,1.89,0.476,14.98,83.46,0.0,2.91
2026-05-04 18:00:00,Quito,15.77,,21.36,4.46,1.74,0.582,13.86,90.39,0.0,2.23
2026-05-04 19:00:00,Quito,,,,,,,,,,
2026-05-04 20:00:00,Quito,,,,,,,,,,
2026-05-04 21:00:00,Quito,,,,,,,,,,
2026-05-04 22:00:00,Quito,,,,,,,,,,
2026-05-04 23:00:00,Quito,,,,,,,,,,
