datetime,station,pm25,pm10,no2,o3,so2,co,temperature,humidity,precipitation,wind_speed
2026-04-01 00:00:00,Quito,6.3,0.0,38.07,15.19,6.46,0.506,12.17,85.78,0.0,1.16
2026-04-01 01:00:00,Quito,14.77,5.62,33.65,12.43,7.11,0.493,11.89,82.97,0.0,0.69
2026-04-01 02:00:00,Quito,7.04,0.0,31.63,13.0,3.7,0.487,11.76,80.26,0.0,0.99
2026-04-01 03:00:00,Quito,16.27,27.95,28.35,12.5,3.62,0.48,11.4,84.72,0.0,0.6
2026-04-01 04:00:00,Quito,19.35,9.92,35.9,11.15,12.68,0.477,10.99,91.06,0.0,0.79
2026-04-01 05:00:00,Quito,28.31,6.81,32.32,10.36,7.95,0.482,10.67,88.71,0.0,0.46
2026-04-01 06:00:00,Quito,16.67,42.97,27.67,10.83,4.03,0.736,9.8,82.7,0.0,0.82
2026-04-01 07:00:00,Quito,12.87,66.2,34.15,17.85,7.26,0.946,12.52,78.58,0.0,0.39
2026-04-01 08:00:00,Quito,10.8,200.34,35.74,31.95,7.13,0.889,17.5,57.59,0.0,0.85
2026-04-01 09:00:00,Quito,33.19,14.53,42.08,38.03,5.76,0.939,18.19,51.72,0.0,1.24
2026-04-01 10:00:00,Quito,41.55,45.13,47.52,41.43,8.74,0.858,17.82,51.96,0.0,0.77
2026-04-01 11:00:00,Quito,26.15,52.32,48.15,52.16,11.33,0.771,19.7,47.06,0.0,1.44
2026-04-01 12:00:00,Quito,29.25,40.72,37.21,80.33,7.23,0.646,20.47,43.46,0.0,2.25
2026-04-01 13:00:00,Quito,24.59,43.97,27.92,74.81,3.8,0.635,19.88,46.67,0.0,1.02
2026-04-01 14:00:00,Quito,15.01,34.29,21.17,54.97,3.1,0.557,19.31,46.59,0.0,0.69
2026-04-01 15:00:00,Quito,12.55,44.24,24.73,46.12,3.17,0.67,18.44,47.55,0.0,2.16
2026-04-01 16:00:00,Quito,19.92,12.98,40.43,30.04,12.97,0.765,16.23,61.89,0.0,3.08
2026-04-01 17:00:00,Quito,19.81,37.34,45.53,23.38,9.38,0.896,14.99,72.27,0.0,1.75
2026-04-01 18:00:00,Quito,19.55,29.36,53.39,13.6,12.77,1.044,14.11,75.49,0.0,1.5
2026-04-01 19:00:00,Quito,16.73,34.75,32.95,29.63,5.05,0.716,12.95,84.18,0.0,1.14
2026-04-01 20:00:00,Quito,11.84,47.74,30.07,31.38,3.87,0.669,12.35,87.79,0.0,0.99
2026-04-01 21:00:00,Quito,15.4,35.87,26.72,35.88,3.34,0.603,12.06,90.35,0.0,1.0
2026-04-01 22:00:00,Quito,12.69,22.98,25.89,34.84,3.29,0.566,12.14,89.36,0.0,0.75
2026-04-01 23:00:00,Quito,13.09,11.77,22.1,34.48,2.99,0.483,11.97,89.6,0.0,0.32
2026-04-02 00:00:00,Quito,9.3,31.39,24.45,,3.02,,11.9,80.75,0.0,0.62
2026-04-02 01:00:00,Quito,14.19,17.29,27.7,,,,11.96,79.51,0.0,0.73
2026-04-02 02:00:00,Quito,8.75,8.15,,18.08,,,11.84,79.95,0.0,0.99
2026-04-02 03:00:00,Quito,13.22,3.37,,19.43,,0.482,11.71,79.38,0.0,0.76
2026-04-02 04:00:00,Quito,12.73,41.62,,15.22,2.78,0.428,11.03,77.9,0.0,0.8
2026-04-02 05:00:00,Quito,15.36,52.0,29.96,11.47,2.93,0.471,10.56,86.0,0.0,0.5
2026-04-02 06:00:00,Quito,21.53,54.73,28.49,10.77,3.13,0.711,10.66,86.35,0.0,0.7
2026-04-02 07:00:00,Quito,17.83,16.71,35.34,15.85,4.07,0.976,12.26,79.4,0.0,0.34
2026-04-02 08:00:00,Quito,38.24,30.78,40.05,19.61,5.42,1.096,12.89,78.71,0.0,1.4
2026-04-02 09:00:00,Quito,28.18,79.73,39.19,24.56,7.0,1.126,14.88,69.29,0.0,1.12
2026-04-02 10:00:00,Quito,28.7,58.01,37.48,38.73,7.68,0.845,17.5,52.73,0.0,0.99
2026-04-02 11:00:00,Quito,28.05,28.57,35.98,51.54,7.4,0.724,19.29,40.8,0.0,1.2
2026-04-02 12:00:00,Quito,27.76,29.21,41.5,63.9,7.91,0.721,19.88,39.13,0.0,1.72
2026-04-02 13:00:00,Quito,25.4,41.26,23.3,67.96,4.13,0.559,19.48,44.26,0.0,1.68
2026-04-02 14:00:00,Quito,15.79,12.57,28.64,64.72,3.6,0.672,19.55,42.38,0.0,1.39
2026-04-02 15:00:00,Quito,4.58,30.41,18.51,62.72,3.1,0.55,21.08,38.79,0.0,1.26
2026-04-02 16:00:00,Quito,26.18,26.84,27.12,43.07,3.33,0.741,20.37,47.2,0.0,1.83
2026-04-02 17:00:00,Quito,30.7,36.21,35.15,33.74,3.65,0.877,17.09,57.71,0.0,1.95
2026-04-02 18:00:00,Quito,25.06,25.8,38.56,25.18,3.42,0.92,13.95,72.98,0.0,1.47
2026-04-02 19:00:00,Quito,14.43,68.91,41.7,20.71,3.08,0.931,12.79,80.52,0.0,1.46
2026-04-02 20:00:00,Quito,9.78,50.28,34.34,28.62,3.37,0.782,12.76,77.95,0.0,1.48
2026-04-02 21:00:00,Quito,11.7,38.73,35.55,28.82,3.24,0.753,12.62,77.21,0.0,0.94
2026-04-02 22:00:00,Quito,9.66,39.02,38.65,22.99,3.56,0.779,12.8,74.79,0.0,0.63
2026-04-02 23:00:00,Quito,11.47,38.45,34.57,26.52,5.93,0.53,12.39,78.06,0.0,0.82
2026-04-03 00:00:00,Quito,24.61,44.78,47.53,11.45,25.42,0.698,12.27,80.15,0.0,0.45
2026-04-03 01:00:00,Quito,23.61,8.48,33.01,12.01,9.02,0.571,11.16,80.02,0.0,0.92
2026-04-03 02:00:00,Quito,6.72,10.23,26.58,14.77,3.77,0.494,11.11,76.77,0.0,0.83
2026-04-03 03:00:00,Quito,6.24,24.84,30.06,11.43,3.49,0.543,11.37,78.09,0.0,0.67
2026-04-03 04:00:00,Quito,18.22,29.9,32.79,10.18,4.64,0.611,11.35,79.3,0.0,0.63
2026-04-03 05:00:00,Quito,18.91,37.13,32.39,10.08,4.78,0.699,10.84,82.26,0.0,0.55
2026-04-03 06:00:00,Quito,16.8,28.52,34.94,10.82,7.74,0.977,11.16,78.87,0.0,0.9
2026-04-03 07:00:00,Quito,19.37,49.25,40.97,14.0,6.56,1.36,12.14,70.54,0.0,0.93
2026-04-03 08:00:00,Quito,22.52,61.19,46.93,20.55,6.94,1.217,14.36,62.83,0.0,0.2
2026-04-03 09:00:00,Quito,21.12,49.16,31.07,43.86,4.66,0.704,16.51,51.85,0.0,0.76
2026-04-03 10:00:00,Quito,21.34,49.86,37.45,46.55,8.5,0.761,18.1,47.59,0.0,1.07
2026-04-03 11:00:00,Quito,29.88,53.51,47.35,39.84,16.89,0.67,19.81,44.97,0.0,0.9
2026-04-03 12:00:00,Quito,26.05,28.61,27.4,70.29,7.99,0.507,20.31,40.87,0.0,0.58
2026-04-03 13:00:00,Quito,10.4,21.05,12.05,92.69,3.92,0.409,22.28,34.41,0.0,0.39
2026-04-03 14:00:00,Quito,30.07,100.15,15.05,99.47,4.18,0.462,19.73,46.05,0.0,3.26
2026-04-03 15:00:00,Quito,17.42,55.74,12.19,102.99,4.03,0.449,19.46,49.59,0.0,3.03
2026-04-03 16:00:00,Quito,14.87,5.84,13.2,96.13,4.09,0.449,20.03,45.72,0.0,2.45
2026-04-03 17:00:00,Quito,26.66,30.62,23.28,72.81,3.9,0.545,17.49,52.63,0.0,2.7
2026-04-03 18:00:00,Quito,15.34,25.22,34.19,45.59,3.54,0.683,15.88,62.74,0.0,1.91
2026-04-03 19:00:00,Quito,16.47,33.53,35.35,37.78,3.22,0.686,14.83,69.21,0.0,1.48
2026-04-03 20:00:00,Quito,19.38,48.07,32.35,29.62,3.56,0.687,13.42,81.66,0.0,1.08
2026-04-03 21:00:00,Quito,11.46,30.05,36.39,21.83,3.63,0.741,13.36,83.44,0.0,0.73
2026-04-03 22:00:00,Quito,19.28,24.43,39.58,18.08,4.12,0.81,13.3,82.07,0.0,0.91
2026-04-03 23:00:00,Quito,5.76,37.65,24.62,34.08,3.41,0.578,13.06,78.48,0.0,1.92
2026-04-04 00:00:00,Quito,20.77,22.99,13.68,,3.09,,12.04,78.38,0.0,0.68
2026-04-04 01:00:00,Quito,11.59,23.95,27.44,,,,11.84,83.27,0.0,1.16
2026-04-04 02:00:00,Quito,14.1,32.98,,26.37,,,11.65,77.98,0.0,0.31
2026-04-04 03:00:00,Quito,8.46,4.0,,24.95,,0.388,10.2,82.03,0.0,0.72
2026-04-04 04:00:00,Quito,6.62,1.56,,16.4,4.16,0.468,10.16,84.96,0.0,0.6
2026-04-04 05:00:00,Quito,11.61,43.23,33.02,10.81,5.7,0.61,10.51,85.72,0.0,1.11
2026-04-04 06:00:00,Quito,15.33,26.91,32.47,12.14,4.87,0.739,10.99,79.8,0.0,0.41
2026-04-04 07:00:00,Quito,9.02,20.49,32.1,21.22,5.39,0.904,14.29,66.91,0.0,0.65
2026-04-04 08:00:00,Quito,11.77,34.88,20.78,48.25,5.36,0.56,17.16,49.27,0.0,1.71
2026-04-04 09:00:00,Quito,8.25,15.84,12.96,60.71,7.22,0.405,18.9,41.89,0.0,0.71
2026-04-04 10:00:00,Quito,19.35,42.98,12.05,66.35,4.65,0.415,19.4,40.36,0.0,0.97
2026-04-04 11:00:00,Quito,8.97,55.86,11.55,71.02,4.42,0.41,19.69,40.37,0.0,1.48
2026-04-04 12:00:00,Quito,4.27,28.89,9.33,79.91,3.3,0.407,21.46,36.01,0.0,0.89
2026-04-04 13:00:00,Quito,10.41,27.1,14.95,85.53,3.28,0.475,21.69,35.06,0.0,2.15
2026-04-04 14:00:00,Quito,16.95,79.39,13.1,85.88,3.41,0.471,20.68,43.21,0.0,2.18
2026-04-04 15:00:00,Quito,13.07,95.96,9.74,89.21,3.26,0.438,21.25,45.99,0.0,3.54
2026-04-04 16:00:00,Quito,22.38,74.93,15.25,74.31,3.27,0.51,19.91,49.05,0.0,3.4
2026-04-04 17:00:00,Quito,16.81,32.47,21.82,61.1,3.33,0.562,17.98,54.33,0.0,2.61
2026-04-04 18:00:00,Quito,18.11,46.21,28.57,43.4,3.01,0.639,15.77,66.69,0.0,2.36
2026-04-04 19:00:00,Quito,14.48,28.84,36.49,32.1,2.97,0.778,14.94,72.06,0.0,2.4
2026-04-04 20:00:00,Quito,11.11,10.64,32.45,25.18,3.22,0.744,14.24,77.83,0.0,1.17
2026-04-04 21:00:00,Quito,10.42,38.5,32.29,21.71,3.33,0.722,14.21,79.54,0.0,0.97
2026-04-04 22:00:00,Quito,16.11,24.96,27.53,19.86,2.9,0.692,12.92,90.43,0.0,0.83
2026-04-04 23:00:00,Quito,5.69,1.8,31.54,16.44,3.04,0.764,12.94,88.92,0.0,0.4
2026-04-05 00:00:00,Quito,14.87,0.01,27.03,17.62,2.6,0.61,12.32,88.81,0.0,0.62
2026-04-05 01:00:00,Quito,13.04,29.15,25.46,17.77,2.53,0.569,12.39,87.86,0.0,0.44
2026-04-05 02:00:00,Quito,7.88,12.15,21.66,18.99,2.54,0.526,11.73,89.77,0.0,0.41
2026-04-05 03:00:00,Quito,10.19,4.42,23.36,18.12,2.48,0.528,11.94,87.99,0.0,1.13
2026-04-05 04:00:00,Quito,8.69,29.17,15.6,26.6,2.43,0.448,11.85,85.76,0.0,0.73
2026-04-05 05:00:00,Quito,10.0,19.57,18.18,20.47,2.76,0.458,11.66,87.85,0.0,0.62
2026-04-05 06:00:00,Quito,15.94,19.37,21.3,18.58,3.44,0.622,11.76,90.83,0.0,0.99
2026-04-05 07:00:00,Quito,16.9,29.3,23.08,20.45,8.59,0.52,13.21,82.68,0.0,0.78
2026-04-05 08:00:00,Quito,10.83,40.92,22.89,25.2,13.3,0.594,16.68,66.47,0.0,0.97
2026-04-05 09:00:00,Quito,25.03,21.02,24.0,27.98,15.15,0.622,17.36,62.8,0.0,1.51
2026-04-05 10:00:00,Quito,18.03,25.82,25.68,33.93,16.18,0.573,18.7,57.45,0.0,1.25
2026-04-05 11:00:00,Quito,10.62,40.64,18.7,51.23,9.37,0.462,21.4,42.63,0.0,0.85
2026-04-05 12:00:00,Quito,13.16,70.91,20.08,63.31,6.93,0.56,21.56,45.26,0.0,1.15
2026-04-05 13:00:00,Quito,16.64,40.27,11.94,81.39,3.85,0.487,20.52,51.51,0.0,3.64
2026-04-05 14:00:00,Quito,15.75,31.7,14.3,68.43,3.56,0.505,18.31,56.92,0.0,1.81
2026-04-05 15:00:00,Quito,32.95,10.93,31.51,39.48,3.33,0.748,14.11,79.09,0.1,2.32
2026-04-05 16:00:00,Quito,11.86,45.72,41.89,29.68,3.29,0.854,13.4,84.51,1.3,1.54
2026-04-05 17:00:00,Quito,12.65,18.22,37.77,30.14,3.09,0.762,13.1,86.38,0.2,1.3
2026-04-05 18:00:00,Quito,5.37,12.21,35.22,27.78,2.87,0.744,12.82,88.91,0.0,0.91
2026-04-05 19:00:00,Quito,8.22,21.63,41.69,20.74,3.08,0.837,12.78,89.67,0.0,1.42
2026-04-05 20:00:00,Quito,10.09,26.64,46.25,14.6,3.52,0.991,12.49,90.64,0.0,0.57
2026-04-05 21:00:00,Quito,11.98,15.74,40.34,12.35,4.85,0.994,12.14,91.16,0.0,0.33
2026-04-05 22:00:00,Quito,22.49,55.07,42.01,12.13,6.74,0.869,11.76,93.85,0.0,0.29
2026-04-05 23:00:00,Quito,14.16,39.26,33.69,12.01,4.96,1.037,11.48,92.47,0.0,0.17
2026-04-06 00:00:00,Quito,30.72,37.1,43.24,,5.62,,11.33,94.35,0.0,0.74
2026-04-06 01:00:00,Quito,24.21,18.39,37.38,,,,11.06,94.66,0.0,0.57
2026-04-06 02:00:00,Quito,22.87,18.83,,11.64,,,11.1,87.71,0.0,1.24
2026-04-06 03:00:00,Quito,8.05,16.4,,13.97,,0.524,10.93,82.92,0.0,0.1
2026-04-06 04:00:00,Quito,11.39,16.85,,9.67,2.91,0.526,10.05,88.15,0.0,0.73
2026-04-06 05:00:00,Quito,12.18,22.5,30.1,10.34,2.94,0.588,10.34,90.68,0.0,1.32
2026-04-06 06:00:00,Quito,21.44,52.91,30.04,11.69,4.4,1.329,10.95,87.56,0.0,0.82
2026-04-06 07:00:00,Quito,32.37,62.26,43.3,16.57,6.33,2.033,14.94,68.83,0.0,2.28
2026-04-06 08:00:00,Quito,37.83,45.61,38.88,20.6,7.65,1.543,16.37,65.66,0.0,1.69
2026-04-06 09:00:00,Quito,29.68,34.32,39.05,24.39,12.61,1.107,17.51,60.71,0.0,1.55
2026-04-06 10:00:00,Quito,21.95,,38.38,34.66,12.16,0.872,18.97,50.64,0.0,1.42
2026-04-06 11:00:00,Quito,23.55,,35.27,41.16,9.5,0.718,19.88,49.78,0.0,1.6
2026-04-06 12:00:00,Quito,11.06,,25.35,,4.94,0.606,21.47,44.25,0.0,1.24
2026-04-06 13:00:00,Quito,21.56,,27.6,,4.27,0.654,20.94,45.49,0.0,1.53
2026-04-06 14:00:00,Quito,12.25,129.85,16.4,,3.69,0.502,20.31,48.86,0.0,2.29
2026-04-06 15:00:00,Quito,8.06,85.48,18.5,76.28,3.13,0.602,21.32,49.04,0.0,3.43
2026-04-06 16:00:00,Quito,22.01,48.37,23.92,64.6,3.86,0.642,19.11,54.09,0.0,2.92
2026-04-06 17:00:00,Quito,18.43,18.52,36.93,40.81,3.89,0.9,17.46,61.0,0.0,1.65
2026-04-06 18:00:00,Quito,24.01,30.23,41.64,29.64,3.06,0.914,15.6,71.45,0.0,2.01
2026-04-06 19:00:00,Quito,9.58,0.0,37.41,28.69,3.21,0.79,15.19,73.49,0.0,1.38
2026-04-06 20:00:00,Quito,16.92,57.29,34.83,24.42,4.7,0.794,14.68,77.47,0.0,1.37
2026-04-06 21:00:00,Quito,19.68,37.89,38.46,14.61,3.27,0.804,13.24,90.3,0.0,1.08
2026-04-06 22:00:00,Quito,12.87,55.14,29.73,21.51,2.94,0.628,13.09,91.71,0.0,0.99
2026-04-06 23:00:00,Quito,14.45,28.3,23.02,24.6,2.46,0.522,13.12,90.95,0.0,1.09
2026-04-07 00:00:00,Quito,16.03,5.22,20.32,27.41,2.49,0.479,12.76,92.32,0.0,1.12
2026-04-07 01:00:00,Quito,24.69,9.72,16.8,30.64,2.62,0.41,12.52,91.41,0.0,0.82
2026-04-07 02:00:00,Quito,11.73,27.52,17.11,16.22,2.81,0.404,11.98,88.14,0.0,0.53
2026-04-07 03:00:00,Quito,6.98,6.29,21.21,20.16,3.08,0.411,12.02,92.02,0.0,0.99
2026-04-07 04:00:00,Quito,18.17,2.87,23.78,10.74,3.22,0.421,11.73,92.42,0.0,0.43
2026-04-07 05:00:00,Quito,10.1,47.87,21.9,5.95,2.91,0.533,11.19,89.51,0.0,0.68
2026-04-07 06:00:00,Quito,20.97,28.41,29.7,9.14,3.98,0.929,11.93,91.25,0.0,0.69
2026-04-07 07:00:00,Quito,16.85,36.56,30.66,15.76,5.06,1.137,16.14,71.99,0.0,1.62
2026-04-07 08:00:00,Quito,37.12,34.1,29.29,18.89,6.17,1.141,16.66,68.56,0.0,1.9
2026-04-07 09:00:00,Quito,23.47,48.56,34.99,22.43,16.91,0.902,18.19,60.51,0.0,1.37
2026-04-07 10:00:00,Quito,25.64,41.7,37.19,31.88,19.72,0.739,19.66,52.21,0.0,1.11
2026-04-07 11:00:00,Quito,27.01,32.71,26.51,59.2,5.36,0.63,19.94,48.4,0.0,1.24
2026-04-07 12:00:00,Quito,9.23,25.81,21.32,78.05,3.89,0.555,20.95,44.57,0.0,0.88
2026-04-07 13:00:00,Quito,11.33,60.84,18.37,76.0,3.63,0.553,21.4,42.89,0.0,1.88
2026-04-07 14:00:00,Quito,17.76,82.79,16.64,72.97,3.3,0.542,20.71,50.46,0.0,3.76
2026-04-07 15:00:00,Quito,12.3,70.63,16.22,66.79,3.65,0.529,20.51,50.0,0.0,3.63
2026-04-07 16:00:00,Quito,14.13,20.82,21.36,58.99,3.31,0.621,19.93,51.11,0.0,2.76
2026-04-07 17:00:00,Quito,23.69,19.23,34.61,34.33,3.64,0.883,17.14,64.78,0.0,1.22
2026-04-07 18:00:00,Quito,21.47,5.51,36.13,22.03,3.36,0.928,15.57,73.55,0.0,1.04
2026-04-07 19:00:00,Quito,15.48,22.06,41.51,9.89,3.24,1.085,14.12,84.71,0.0,0.68
2026-04-07 20:00:00,Quito,11.31,36.93,41.47,8.92,3.59,1.139,13.69,86.13,0.0,1.07
2026-04-07 21:00:00,Quito,16.16,38.45,39.4,8.18,3.0,1.107,13.08,89.33,0.0,0.58
2026-04-07 22:00:00,Quito,11.03,23.64,38.63,8.27,3.14,0.936,12.59,92.69,0.0,1.21
2026-04-07 23:00:00,Quito,15.28,30.94,38.84,8.25,8.05,1.044,13.13,90.15,0.0,0.65
2026-04-08 00:00:00,Quito,24.1,43.27,37.05,,10.28,,12.94,89.55,0.0,0.12
2026-04-08 01:00:00,Quito,22.33,49.36,30.57,,,,12.61,89.07,0.0,0.59
2026-04-08 02:00:00,Quito,15.25,24.09,,6.0,,,12.62,85.29,0.0,0.64
2026-04-08 03:00:00,Quito,6.64,18.14,,7.29,,0.54,12.8,81.46,0.0,0.35
2026-04-08 04:00:00,Quito,11.08,0.1,,9.2,3.67,0.49,12.5,85.86,0.0,0.97
2026-04-08 05:00:00,Quito,13.03,37.94,28.05,10.3,4.03,0.561,12.28,85.22,0.0,1.33
2026-04-08 06:00:00,Quito,16.32,18.28,29.34,6.94,3.81,0.896,12.06,84.35,0.0,0.48
2026-04-08 07:00:00,Quito,17.32,82.69,39.6,10.58,4.71,1.425,14.05,74.29,0.0,0.42
2026-04-08 08:00:00,Quito,11.72,47.7,33.01,23.2,5.01,1.099,16.99,56.66,0.0,1.41
2026-04-08 09:00:00,Quito,17.56,50.55,26.57,29.5,7.3,0.711,17.96,49.95,0.0,1.84
2026-04-08 10:00:00,Quito,16.51,40.32,23.33,34.92,7.8,0.677,19.35,45.52,0.0,1.95
2026-04-08 11:00:00,Quito,10.84,15.66,15.19,44.7,3.28,0.581,20.42,39.26,0.0,2.24
2026-04-08 12:00:00,Quito,7.6,59.05,13.95,49.96,3.2,0.55,20.89,38.71,0.0,2.16
2026-04-08 13:00:00,Quito,6.56,44.06,14.92,54.79,3.15,0.561,20.82,38.79,0.0,2.13
2026-04-08 14:00:00,Quito,10.68,22.83,17.68,55.8,3.15,0.586,20.65,46.89,0.0,2.57
2026-04-08 15:00:00,Quito,15.59,20.38,16.06,54.88,2.81,0.552,19.89,50.82,0.0,2.91
2026-04-08 16:00:00,Quito,18.14,43.34,19.19,49.88,3.33,0.575,18.54,56.52,0.0,2.77
2026-04-08 17:00:00,Quito,13.63,29.02,27.47,35.94,3.16,0.782,16.93,62.67,0.0,2.4
2026-04-08 18:00:00,Quito,18.2,19.37,39.1,17.29,3.27,0.975,15.44,71.6,0.0,1.26
2026-04-08 19:00:00,Quito,21.33,42.05,41.2,9.86,3.56,1.118,14.18,81.57,0.0,1.25
2026-04-08 20:00:00,Quito,18.38,34.29,36.77,10.45,3.58,0.944,13.93,82.35,0.0,0.61
2026-04-08 21:00:00,Quito,7.06,51.06,36.01,8.34,3.4,0.861,14.25,76.88,0.0,0.55
2026-04-08 22:00:00,Quito,20.93,39.47,36.01,7.47,3.96,0.895,13.56,84.13,0.0,0.48
2026-04-08 23:00:00,Quito,16.08,40.7,29.82,8.11,3.45,0.692,13.43,82.72,0.0,0.36
2026-04-09 00:00:00,Quito,15.41,24.77,31.74,7.39,4.06,0.765,13.62,82.66,0.1,1.17
2026-04-09 01:00:00,Quito,18.27,13.44,25.22,12.15,3.98,0.583,13.44,80.04,0.0,1.5
2026-04-09 02:00:00,Quito,3.89,53.31,20.29,15.4,3.61,0.433,13.35,70.89,0.0,1.77
2026-04-09 03:00:00,Quito,5.23,37.99,13.33,17.56,3.31,0.363,12.81,70.77,0.0,0.83
2026-04-09 04:00:00,Quito,4.08,8.31,21.03,5.31,3.01,0.421,11.51,79.43,0.0,0.72
2026-04-09 05:00:00,Quito,10.54,10.96,25.23,5.43,4.2,0.597,11.74,82.81,0.0,0.51
2026-04-09 06:00:00,Quito,17.48,25.6,27.46,8.37,4.95,0.917,12.44,76.95,0.0,1.3
2026-04-09 07:00:00,Quito,5.58,78.57,20.84,18.55,2.91,0.723,14.64,59.94,0.0,2.8
2026-04-09 08:00:00,Quito,1.86,37.4,16.52,26.17,3.13,0.666,17.35,49.08,0.0,2.07
2026-04-09 09:00:00,Quito,13.72,60.56,20.7,29.4,3.38,0.682,18.34,46.57,0.0,1.81
2026-04-09 10:00:00,Quito,7.97,55.31,20.95,29.46,6.92,0.633,20.05,43.27,0.0,1.22
2026-04-09 11:00:00,Quito,15.81,59.36,22.87,33.57,7.92,0.678,20.84,42.21,0.0,1.46
2026-04-09 12:00:00,Quito,7.95,25.42,14.61,37.05,4.2,0.603,21.57,37.58,0.0,2.7
2026-04-09 13:00:00,Quito,10.52,27.94,14.48,30.86,2.93,0.655,20.4,39.97,0.0,2.64
2026-04-09 14:00:00,Quito,17.51,72.68,15.81,26.24,3.08,0.625,17.9,44.24,0.0,3.01
2026-04-09 15:00:00,Quito,1.45,9.6,15.46,28.44,2.79,0.628,18.42,43.05,0.0,1.86
2026-04-09 16:00:00,Quito,8.48,64.88,16.84,26.79,2.81,0.625,17.59,43.94,0.0,2.77
2026-04-09 17:00:00,Quito,9.34,72.15,22.85,20.75,3.19,0.786,16.77,46.23,0.0,2.03
2026-04-09 18:00:00,Quito,9.72,51.37,30.0,9.47,3.28,0.908,15.84,50.32,0.0,0.6
2026-04-09 19:00:00,Quito,7.85,61.64,30.27,10.44,3.61,0.82,15.18,55.24,0.0,2.67
2026-04-09 20:00:00,Quito,7.64,27.36,28.05,11.37,3.16,0.676,14.65,57.69,0.0,2.08
2026-04-09 21:00:00,Quito,3.73,25.37,21.46,17.76,3.45,0.582,14.33,57.86,0.0,2.38
2026-04-09 22:00:00,Quito,7.17,29.81,29.36,10.81,4.43,0.716,14.12,58.4,0.0,1.96
2026-04-09 23:00:00,Quito,6.6,27.92,30.09,6.0,4.22,0.722,13.08,64.94,0.0,0.3
2026-04-10 00:00:00,Quito,16.61,36.22,27.86,,3.68,,12.17,70.77,0.0,0.94
2026-04-10 01:00:00,Quito,5.5,52.97,28.16,,,,11.92,70.21,0.0,0.46
2026-04-10 02:00:00,Quito,5.73,7.58,,3.73,,,10.82,76.39,0.0,0.71
2026-04-10 03:00:00,Quito,4.65,17.62,,6.23,,0.585,10.89,77.71,0.0,0.57
2026-04-10 04:00:00,Quito,1.96,17.51,,28.86,2.86,0.347,12.52,62.2,0.0,1.78
2026-04-10 05:00:00,Quito,2.59,37.39,21.47,15.05,3.37,0.493,12.8,60.54,0.0,0.97
2026-04-10 06:00:00,Quito,14.97,56.29,37.82,5.64,4.88,1.19,11.57,71.56,0.0,0.3
2026-04-10 07:00:00,Quito,20.65,121.41,41.08,11.23,7.57,1.799,15.06,57.22,0.0,0.68
2026-04-10 08:00:00,Quito,6.85,31.18,21.57,30.4,4.06,0.708,18.94,41.2,0.0,1.93
2026-04-10 09:00:00,Quito,14.58,27.74,22.36,31.83,5.99,0.656,19.68,39.63,0.0,1.34
2026-04-10 10:00:00,Quito,21.43,69.92,21.94,33.6,6.28,0.635,18.87,42.83,0.0,2.06
2026-04-10 11:00:00,Quito,7.5,65.84,15.77,40.53,3.45,0.599,20.05,39.59,0.0,2.93
2026-04-10 12:00:00,Quito,4.37,24.47,12.3,39.7,3.31,0.576,20.66,37.59,0.0,2.74
2026-04-10 13:00:00,Quito,11.31,90.84,12.86,39.91,2.59,0.586,20.62,38.24,0.0,2.43
2026-04-10 14:00:00,Quito,13.1,44.07,20.16,43.57,3.26,0.629,20.1,44.56,0.0,1.61
2026-04-10 15:00:00,Quito,18.63,60.91,21.35,53.39,3.71,0.619,18.64,56.09,0.0,2.98
2026-04-10 16:00:00,Quito,5.74,26.78,17.44,55.63,3.33,0.57,20.64,47.84,0.0,1.97
2026-04-10 17:00:00,Quito,24.09,30.86,24.55,41.13,3.44,0.663,17.3,60.23,0.0,2.67
2026-04-10 18:00:00,Quito,15.05,58.35,35.88,19.95,3.33,1.012,15.85,64.41,0.0,2.5
2026-04-10 19:00:00,Quito,10.3,33.04,31.65,16.05,3.25,0.847,15.25,67.65,0.0,1.79
2026-04-10 20:00:00,Quito,9.69,35.64,33.69,12.29,3.11,0.879,14.53,75.08,0.0,0.9
2026-04-10 21:00:00,Quito,20.36,18.53,40.07,8.08,3.71,1.067,13.79,84.05,0.0,0.77
2026-04-10 22:00:00,Quito,21.78,14.39,37.71,9.9,3.94,0.904,13.09,88.89,0.0,1.29
2026-04-10 23:00:00,Quito,11.49,30.67,33.12,11.46,2.87,0.751,12.98,88.81,0.0,0.43
2026-04-11 00:00:00,Quito,5.43,26.82,30.41,9.5,3.06,0.668,12.79,87.77,0.0,0.44
2026-04-11 01:00:00,Quito,9.66,9.83,26.75,8.81,3.93,0.659,12.92,81.26,0.0,0.28
2026-04-11 02:00:00,Quito,13.61,53.06,30.01,7.18,3.55,0.686,12.05,90.16,0.0,1.08
2026-04-11 03:00:00,Quito,12.79,17.0,18.76,7.29,3.03,0.554,11.34,85.19,0.0,0.76
2026-04-11 04:00:00,Quito,4.83,20.93,18.56,5.72,3.01,0.516,10.87,85.24,0.0,0.62
2026-04-11 05:00:00,Quito,10.19,27.37,25.51,6.27,4.34,0.623,10.94,90.39,0.0,0.47
2026-04-11 06:00:00,Quito,19.92,68.74,26.41,7.96,5.12,0.835,11.93,86.65,0.0,1.67
2026-04-11 07:00:00,Quito,2.7,29.89,19.8,21.07,4.46,0.748,17.29,52.16,0.0,2.38
